xP,yP,thetaP,inputP,xE,yE,thetaE,inputE,,
-1.52E-07,4.038514926,1.570796365,-4.17E-17,-3.12E-07,6.164343631,1.570796326,2.54E-09,,
-1.54E-07,4.079724262,1.570796365,-1.94E-16,-3.12E-07,6.185000199,1.570796326,2.40E-09,,
-1.55E-07,4.120933598,1.570796365,-3.79E-16,-3.12E-07,6.205656766,1.570796326,2.27E-09,,
-1.57E-07,4.162142934,1.570796365,-5.34E-16,-3.12E-07,6.226313334,1.570796326,2.14E-09,,
-1.58E-07,4.20335227,1.570796365,-7.11E-16,-3.12E-07,6.246969902,1.570796326,2.02E-09,,
-1.60E-07,4.244561606,1.570796365,-8.85E-16,-3.12E-07,6.267626469,1.570796326,1.91E-09,,
-1.62E-07,4.285770942,1.570796365,-1.14E-15,-3.12E-07,6.288283037,1.570796326,1.80E-09,,
-1.63E-07,4.326980278,1.570796365,-1.19E-15,-3.12E-07,6.308939605,1.570796326,1.70E-09,,
-1.65E-07,4.368189614,1.570796365,-1.52E-15,-3.12E-07,6.329596172,1.570796326,1.61E-09,,
-1.66E-07,4.40939895,1.570796365,-1.59E-15,-3.12E-07,6.35025274,1.570796326,1.52E-09,,
-1.68E-07,4.450608286,1.570796365,-2.44E-15,-3.12E-07,6.370909308,1.570796326,1.43E-09,,
-1.69E-07,4.491817622,1.570796365,-1.67E-15,-3.12E-07,6.391565875,1.570796326,1.35E-09,,
-1.71E-07,4.533026958,1.570796365,-3.77E-15,-3.12E-07,6.412222443,1.570796326,1.28E-09,,
-1.72E-07,4.574236294,1.570796365,-1.69E-16,-3.12E-07,6.432879011,1.570796326,1.20E-09,,
-1.74E-07,4.61544563,1.570796365,3.39E-15,-3.12E-07,6.453535578,1.570796326,1.13E-09,,
-1.76E-07,4.656654966,1.570796365,1.13E-15,-3.12E-07,6.474192146,1.570796326,1.07E-09,,
-1.77E-07,4.697864302,1.570796365,1.96E-15,-3.12E-07,6.494848714,1.570796326,1.01E-09,,
-1.79E-07,4.739073638,1.570796365,1.20E-15,-3.12E-07,6.515505281,1.570796327,9.48E-10,,
-1.80E-07,4.780282974,1.570796365,9.76E-16,-3.12E-07,6.536161849,1.570796327,8.93E-10,,
-1.82E-07,4.82149231,1.570796365,6.82E-16,-3.12E-07,6.556818417,1.570796327,8.40E-10,,
-1.83E-07,4.862701646,1.570796365,4.53E-16,-3.12E-07,6.577474984,1.570796327,7.91E-10,,
-1.85E-07,4.903910982,1.570796365,1.10E-16,-3.12E-07,6.598131552,1.570796327,7.44E-10,,
-1.87E-07,4.945120318,1.570796365,-3.50E-16,-3.12E-07,6.61878812,1.570796327,7.00E-10,,
-1.88E-07,4.986329654,1.570796365,-5.03E-16,-3.12E-07,6.639444687,1.570796327,6.58E-10,,
-1.90E-07,5.02753899,1.570796365,-7.52E-16,-3.12E-07,6.660101255,1.570796327,6.18E-10,,
-1.91E-07,5.068748326,1.570796365,-8.41E-16,-3.12E-07,6.680757823,1.570796327,5.81E-10,,
-1.93E-07,5.109957662,1.570796365,-1.11E-15,-3.12E-07,6.70141439,1.570796327,5.45E-10,,
-1.94E-07,5.151166998,1.570796365,-1.31E-15,-3.12E-07,6.722070958,1.570796327,5.12E-10,,
-1.96E-07,5.192376334,1.570796365,-1.41E-15,-3.12E-07,6.742727526,1.570796327,4.80E-10,,
-1.97E-07,5.23358567,1.570796365,-1.59E-15,-3.12E-07,6.763384093,1.570796327,4.50E-10,,
-1.99E-07,5.274795006,1.570796365,-1.76E-15,-3.12E-07,6.784040661,1.570796327,4.22E-10,,
-2.01E-07,5.316004342,1.570796365,-1.81E-15,-3.12E-07,6.804697229,1.570796327,3.95E-10,,
-2.02E-07,5.357213678,1.570796365,-2.45E-15,-3.12E-07,6.825353796,1.570796327,3.70E-10,,
-2.04E-07,5.398423014,1.570796365,-1.68E-15,-3.12E-07,6.846010364,1.570796327,3.46E-10,,
-2.05E-07,5.43963235,1.570796365,-3.60E-15,-3.12E-07,6.866666931,1.570796327,3.24E-10,,
-2.07E-07,5.480841686,1.570796365,8.01E-17,-3.12E-07,6.887323499,1.570796327,3.03E-10,,
-2.08E-07,5.522051022,1.570796365,3.79E-15,-3.12E-07,6.907980067,1.570796327,2.83E-10,,
-2.10E-07,5.563260358,1.570796365,1.46E-15,-3.12E-07,6.928636634,1.570796327,2.64E-10,,
-2.12E-07,5.604469694,1.570796365,2.45E-15,-3.12E-07,6.949293202,1.570796327,2.46E-10,,
-2.13E-07,5.64567903,1.570796365,1.89E-15,-3.12E-07,6.96994977,1.570796327,2.29E-10,,
-2.15E-07,5.686888366,1.570796365,2.03E-15,-3.12E-07,6.990606337,1.570796327,2.14E-10,,
-2.16E-07,5.728097702,1.570796365,1.88E-15,-3.12E-07,7.011262905,1.570796327,1.99E-10,,
-2.18E-07,5.769307038,1.570796365,1.93E-15,-3.12E-07,7.031919473,1.570796327,1.85E-10,,
-2.19E-07,5.810516374,1.570796365,1.78E-15,-3.12E-07,7.05257604,1.570796327,1.72E-10,,
-2.21E-07,5.851725709,1.570796365,1.92E-15,-3.12E-07,7.073232608,1.570796327,1.59E-10,,
-2.22E-07,5.892935045,1.570796365,1.96E-15,-3.12E-07,7.093889176,1.570796327,1.48E-10,,
-2.24E-07,5.934144381,1.570796365,2.10E-15,-3.12E-07,7.114545743,1.570796327,1.37E-10,,
-2.26E-07,5.975353717,1.570796365,2.01E-15,-3.12E-07,7.135202311,1.570796327,1.26E-10,,
-2.27E-07,6.016563053,1.570796365,1.69E-15,-3.12E-07,7.155858879,1.570796327,1.17E-10,,
-2.29E-07,6.057772389,1.570796365,1.66E-15,-3.12E-07,7.176515446,1.570796327,1.08E-10,,
-2.30E-07,6.098981725,1.570796365,1.61E-15,-3.12E-07,7.197172014,1.570796327,9.91E-11,,
-2.32E-07,6.140191061,1.570796365,1.55E-15,-3.12E-07,7.217828582,1.570796327,9.11E-11,,
-2.33E-07,6.181400397,1.570796365,1.43E-15,-3.12E-07,7.238485149,1.570796327,8.37E-11,,
-2.35E-07,6.222609733,1.570796365,1.42E-15,-3.12E-07,7.259141717,1.570796327,7.67E-11,,
-2.37E-07,6.263819069,1.570796365,1.17E-15,-3.12E-07,7.279798285,1.570796327,7.01E-11,,
-2.38E-07,6.305028405,1.570796365,1.24E-15,-3.12E-07,7.300454852,1.570796327,6.40E-11,,
-2.40E-07,6.346237741,1.570796365,1.17E-15,-3.12E-07,7.32111142,1.570796327,5.83E-11,,
-2.41E-07,6.387447077,1.570796365,1.16E-15,-3.12E-07,7.341767988,1.570796327,5.30E-11,,
-2.43E-07,6.428656413,1.570796365,1.14E-15,-3.12E-07,7.362424555,1.570796327,4.80E-11,,
-2.44E-07,6.469865749,1.570796365,1.02E-15,-3.12E-07,7.383081123,1.570796327,4.34E-11,,
-2.46E-07,6.511075085,1.570796365,9.59E-16,-3.12E-07,7.403737691,1.570796327,3.91E-11,,
-2.47E-07,6.552284421,1.570796365,8.83E-16,-3.12E-07,7.424394258,1.570796327,3.51E-11,,
-2.49E-07,6.593493757,1.570796365,8.18E-16,-3.12E-07,7.445050826,1.570796327,3.14E-11,,
-2.51E-07,6.634703093,1.570796365,7.24E-16,-3.12E-07,7.465707394,1.570796327,2.79E-11,,
-2.52E-07,6.675912429,1.570796365,7.52E-16,-3.12E-07,7.486363961,1.570796327,2.48E-11,,
-2.54E-07,6.717121765,1.570796365,5.31E-16,-3.12E-07,7.507020529,1.570796327,2.18E-11,,
-2.55E-07,6.758331101,1.570796365,5.89E-16,-3.12E-07,7.527677097,1.570796327,1.91E-11,,
-2.57E-07,6.799540437,1.570796365,5.24E-16,-3.12E-07,7.548333664,1.570796327,1.66E-11,,
-2.58E-07,6.840749773,1.570796365,7.43E-16,-3.12E-07,7.568990232,1.570796327,1.44E-11,,
-2.60E-07,6.881959109,1.570796365,5.97E-16,-3.12E-07,7.589646799,1.570796327,1.23E-11,,
-2.62E-07,6.923168445,1.570796365,5.23E-16,-3.12E-07,7.610303367,1.570796327,1.04E-11,,
-2.63E-07,6.964377781,1.570796365,3.62E-16,-3.12E-07,7.630959935,1.570796327,8.62E-12,,
-2.65E-07,7.005587117,1.570796365,3.59E-16,-3.12E-07,7.651616502,1.570796327,7.05E-12,,
-2.66E-07,7.046796453,1.570796365,2.84E-16,-3.12E-07,7.67227307,1.570796327,5.63E-12,,
-2.68E-07,7.088005789,1.570796365,3.00E-16,-3.12E-07,7.692929638,1.570796327,4.35E-12,,
-2.69E-07,7.129215125,1.570796365,3.24E-16,-3.12E-07,7.713586205,1.570796327,3.21E-12,,
-2.71E-07,7.170424461,1.570796365,3.18E-16,-3.12E-07,7.734242773,1.570796327,2.19E-12,,
-2.72E-07,7.211633797,1.570796365,5.31E-16,-3.12E-07,7.754899341,1.570796327,1.30E-12,,
-2.74E-07,7.252843133,1.570796365,5.24E-16,-3.12E-07,7.775555908,1.570796327,5.19E-13,,
-2.76E-07,7.294052469,1.570796365,4.60E-16,-3.12E-07,7.796212476,1.570796327,-1.55E-13,,
-2.77E-07,7.335261805,1.570796365,3.66E-16,-3.12E-07,7.816869044,1.570796327,-7.28E-13,,
-2.79E-07,7.376471141,1.570796365,4.23E-16,-3.12E-07,7.837525611,1.570796327,-1.21E-12,,
-2.80E-07,7.417680477,1.570796365,2.16E-16,-3.12E-07,7.858182179,1.570796327,-1.60E-12,,
-2.82E-07,7.458889813,1.570796365,2.97E-16,-3.12E-07,7.878838747,1.570796327,-1.90E-12,,
-2.83E-07,7.500099149,1.570796365,2.35E-16,-3.12E-07,7.899495314,1.570796327,-2.12E-12,,
-2.85E-07,7.541308485,1.570796365,3.45E-16,-3.12E-07,7.920151882,1.570796327,-2.27E-12,,
-2.87E-07,7.582517821,1.570796365,3.47E-16,-3.12E-07,7.94080845,1.570796327,-2.35E-12,,
-2.88E-07,7.623727157,1.570796365,5.66E-16,-3.12E-07,7.961465017,1.570796327,-2.36E-12,,
-2.90E-07,7.664936493,1.570796365,4.08E-16,-3.12E-07,7.982121585,1.570796327,-2.30E-12,,
-2.91E-07,7.706145829,1.570796365,5.42E-16,-3.12E-07,8.002778153,1.570796327,-2.18E-12,,
-2.93E-07,7.747355165,1.570796365,3.64E-16,-3.12E-07,8.02343472,1.570796327,-2.00E-12,,
-2.94E-07,7.788564501,1.570796365,3.11E-16,-3.12E-07,8.044091288,1.570796327,-1.76E-12,,
-2.96E-07,7.829773837,1.570796365,6.69E-17,-3.12E-07,8.064747856,1.570796327,-1.45E-12,,
-2.97E-07,7.870983173,1.570796365,1.23E-16,-3.12E-07,8.085404423,1.570796327,-1.09E-12,,
-2.99E-07,7.912192509,1.570796365,-1.09E-17,-3.12E-07,8.106060991,1.570796327,-6.62E-13,,
-3.01E-07,7.953401845,1.570796365,9.39E-17,-3.12E-07,8.126717559,1.570796327,-1.77E-13,,
-3.02E-07,7.994611181,1.570796365,-6.50E-17,-3.12E-07,8.147374126,1.570796327,3.64E-13,,
-3.04E-07,8.035820517,1.570796365,-1.09E-16,-3.12E-07,8.168030694,1.570796327,8.64E-13,,
-3.05E-07,8.077029853,1.570796365,-1.56E-16,-3.12E-07,8.188687262,1.570796327,5.38E-13,,
-3.07E-07,8.118239189,1.570796365,8.91E-17,-3.12E-07,8.209343829,1.570796327,-6.76E-12,,
-3.08E-07,8.159448525,1.570796365,6.47E-17,-3.12E-07,8.230000397,1.570796327,-6.91E-11,,
-3.10E-07,8.20065786,1.570796365,5.82E-18,-3.12E-07,8.250656965,1.570796327,-1.89E-10,,
0,0,1.570796327,0.99938244,-2,5,1.570796327,1,,
-0.001432104,0.053505824,1.624314327,0.999640629,-2.000357324,5.026729724,1.597530828,1,,
-0.00572439,0.106858426,1.677835098,0.999485941,-2.001429041,5.053440345,1.624265329,1,,
-0.012864329,0.159905066,1.731344178,0.999203961,-2.003214386,5.080112772,1.65099983,1,,
-0.022830556,0.212494047,1.784829697,0.998605859,-2.005712081,5.106727944,1.677734332,1,,
-0.035592394,0.264475454,1.838255363,0.996968299,-2.008920343,5.133266838,1.704468833,1,,
-0.051105582,0.315703288,1.891434585,0.989400635,-2.012836877,5.159710487,1.731203334,1,,
-0.069197171,0.366081876,1.93969771,0.813340508,-2.017458886,5.186039993,1.757937835,1,,
-0.088751852,0.415926845,1.949614081,-0.442940755,-2.022783065,5.212236538,1.784672336,1,,
-0.108439809,0.465719876,1.945040543,0.272108341,-2.02880561,5.238281399,1.811406838,1,,
-0.128082151,0.515531015,1.947780895,-0.169749725,-2.035522216,5.264155962,1.838141339,1,,
-0.147750522,0.565331915,1.946085299,0.106415206,-2.042928083,5.289841736,1.86487584,1,,
-0.167403065,0.615139076,1.947145099,-0.066829168,-2.051017919,5.315320362,1.891610341,1,,
-0.187065445,0.664942358,1.94648029,0.041996984,-2.05978594,5.340573632,1.918344842,0.999999994,,
-0.20672167,0.714748073,1.946897882,-0.02639896,-2.069183244,5.365600161,1.941654653,0.743799989,,
-0.226381758,0.764552263,1.946635428,0.016595708,-2.078873708,5.39051659,1.941772275,-0.735000701,,
-0.246039419,0.814357411,1.946800408,-0.010433336,-2.088564191,5.415433012,1.941656168,0.726314719,,
-0.265698606,0.864161958,1.946696691,0.006559275,-2.098254646,5.440349445,1.941770036,-0.717796296,,
-0.285356834,0.913966883,1.946761895,-0.004123743,-2.107945132,5.465265866,1.941658694,0.709466864,,
-0.305015664,0.96377157,1.946720902,0.002592555,-2.117635587,5.490182298,1.941767535,-0.701324522,,
-0.324674116,1.013576407,1.946746674,-0.001629915,-2.127326073,5.515098719,1.941661116,0.69336334,,
-0.344332806,1.063381149,1.946730471,0.001024712,-2.137016528,5.540015152,1.941765098,-0.685584479,,
-0.363991346,1.113185951,1.946740658,-0.000644227,-2.146707013,5.564931573,1.941663511,0.677984802,,
-0.38364998,1.162990716,1.946734254,0.000405019,-2.156397469,5.589848005,1.941762809,-0.670556315,,
-0.403308555,1.212795504,1.94673828,-0.000254632,-2.166087953,5.614764427,1.941665685,0.6632905,,
-0.422967168,1.262600277,1.946735749,0.000160085,-2.17577841,5.639680859,1.94176074,-0.656179454,,
-0.442625757,1.31240506,1.94673734,-0.000100644,-2.185468892,5.664597281,1.941667653,0.649215629,,
-0.46228436,1.362209836,1.94673634,6.33E-05,-2.195159351,5.689513712,1.941758871,-0.642391694,,
-0.481942955,1.412014617,1.946736969,-3.98E-05,-2.204849832,5.714430135,1.941669431,0.635700734,,
-0.501601555,1.461819395,1.946736573,2.50E-05,-2.214540293,5.739346566,1.94175718,-0.629136212,,
-0.521260151,1.511624174,1.946736822,-1.57E-05,-2.224230773,5.764262989,1.941671039,0.622692021,,
-0.54091875,1.561428953,1.946736665,9.88E-06,-2.233921234,5.789179419,1.941755648,-0.616362502,,
-0.560577348,1.611233732,1.946736764,-6.21E-06,-2.243611713,5.814095843,1.941672502,0.610142421,,
-0.580235946,1.661038511,1.946736702,3.91E-06,-2.253302174,5.839012273,1.941754249,-0.604026951,,
-0.599894544,1.71084329,1.946736741,-2.46E-06,-2.262992653,5.863928696,1.941673841,0.598011639,,
-0.619553142,1.760648069,1.946736716,1.54E-06,-2.272683115,5.888845126,1.941752965,-0.592092379,,
-0.639211739,1.810452848,1.946736732,-9.71E-07,-2.282373593,5.91376155,1.941675074,0.586265376,,
-0.658870337,1.860257627,1.946736722,6.10E-07,-2.292064056,5.93867798,1.941751779,-0.580527118,,
-0.678528935,1.910062406,1.946736728,-3.84E-07,-2.301754533,5.963594404,1.941676217,0.574874349,,
-0.698187533,1.959867185,1.946736724,2.41E-07,-2.311444997,5.988510833,1.941750677,-0.56930404,,
-0.717846131,2.009671964,1.946736727,-1.52E-07,-2.321135474,6.013427258,1.941677282,0.563813368,,
-0.737504729,2.059476743,1.946736725,9.54E-08,-2.330825938,6.038343687,1.941749647,-0.558399695,,
-0.757163327,2.109281522,1.946736726,-5.99E-08,-2.340516414,6.063260111,1.941678278,0.55306055,,
-0.776821925,2.159086301,1.946736726,3.77E-08,-2.350206878,6.088176541,1.941748682,-0.547793614,,
-0.796480523,2.20889108,1.946736726,-2.37E-08,-2.359897354,6.113092965,1.941679214,0.542596707,,
-0.816139121,2.258695859,1.946736726,1.49E-08,-2.369587819,6.138009394,1.941747774,-0.537467778,,
-0.835797719,2.308500638,1.946736726,-9.37E-09,-2.379278295,6.162925819,1.941680097,0.532404891,,
-0.855456317,2.358305417,1.946736726,5.89E-09,-2.38896876,6.187842248,1.941746915,-0.527406222,,
-0.875114915,2.408110196,1.946736726,-3.70E-09,-2.398659235,6.212758673,1.941680932,0.522470048,,
-0.894773513,2.457914975,1.946736726,2.33E-09,-2.408349701,6.237675101,1.941746101,-0.517594741,,
-0.914432111,2.507719754,1.946736726,-1.46E-09,-2.418040176,6.262591526,1.941681725,0.512778763,,
-0.934090709,2.557524533,1.946736726,9.20E-10,-2.427730641,6.287507955,1.941745328,-0.508020661,,
-0.953749306,2.607329312,1.946736726,-5.78E-10,-2.437421116,6.31242438,1.94168248,0.50331906,,
-0.973407904,2.657134091,1.946736726,3.64E-10,-2.447111582,6.337340808,1.94174459,-0.498672663,,
-0.993066502,2.70693887,1.946736726,-2.29E-10,-2.456802057,6.362257234,1.941683202,0.494080242,,
-1.0127251,2.756743649,1.946736726,1.44E-10,-2.466492523,6.387173662,1.941743884,-0.489540638,,
-1.032383698,2.806548428,1.946736726,-9.03E-11,-2.476182997,6.412090087,1.941683893,0.485052756,,
-1.052042296,2.856353207,1.946736726,5.68E-11,-2.485873463,6.437006516,1.941743206,-0.480615559,,
-1.071700894,2.906157986,1.946736726,-3.57E-11,-2.495563938,6.461922941,1.941684558,0.476228072,,
-1.091359492,2.955962764,1.946736726,2.24E-11,-2.505254404,6.486839369,1.941742554,-0.47188937,,
-1.11101809,3.005767543,1.946736726,-1.41E-11,-2.514944878,6.511755795,1.941685198,0.467598583,,
-1.130676688,3.055572322,1.946736726,8.87E-12,-2.524635344,6.536672223,1.941741925,-0.463354887,,
-1.150335286,3.105377101,1.946736726,-5.58E-12,-2.534325818,6.561588648,1.941685817,0.459157505,,
-1.169993884,3.15518188,1.946736726,3.51E-12,-2.544016285,6.586505077,1.941741315,-0.455005703,,
-1.189652482,3.204986659,1.946736726,-2.21E-12,-2.553706759,6.611421502,1.941686417,0.450898788,,
-1.20931108,3.254791438,1.946736726,1.39E-12,-2.563397226,6.63633793,1.941740724,-0.446836105,,
-1.228969678,3.304596217,1.946736726,-8.70E-13,-2.573087699,6.661254356,1.941687,0.442817037,,
-1.248628276,3.354400996,1.946736726,5.44E-13,-2.582778166,6.686170784,1.941740149,-0.438840999,,
-1.268286873,3.404205775,1.946736726,-3.45E-13,-2.59246864,6.711087209,1.941687568,0.434907437,,
-1.287945471,3.454010554,1.946736726,2.18E-13,-2.602159107,6.736003638,1.941739588,-0.431015831,,
-1.307604069,3.503815333,1.946736726,-1.39E-13,-2.61184958,6.760920063,1.941688122,0.427165684,,
-1.327262667,3.553620112,1.946736726,8.59E-14,-2.621540047,6.785836491,1.94173904,-0.423356529,,
-1.346921265,3.603424891,1.946736726,-5.17E-14,-2.631230521,6.810752917,1.941688664,0.419587921,,
-1.366579863,3.65322967,1.946736726,3.44E-14,-2.640920988,6.835669345,1.941738504,-0.41585944,,
-1.386238461,3.703034449,1.946736726,-1.89E-14,-2.650611462,6.86058577,1.941689195,0.412170686,,
-1.405897059,3.752839228,1.946736726,1.36E-14,-2.660301929,6.885502198,1.941737978,-0.408521279,,
-1.425555657,3.802644007,1.946736726,-9.33E-15,-2.669992402,6.910418624,1.941689717,0.404910857,,
-1.445214255,3.852448786,1.946736726,7.86E-15,-2.679682869,6.935335052,1.941737461,-0.401339077,,
-1.464872853,3.902253565,1.946736726,-6.03E-15,-2.689373343,6.960251478,1.941690229,0.397805611,,
-1.484531451,3.952058344,1.946736726,2.58E-15,-2.69906381,6.985167906,1.941736953,-0.394310144,,
-1.504190049,4.001863123,1.946736726,1.40E-15,-2.708754283,7.010084331,1.941690733,0.390852378,,
-1.523848647,4.051667902,1.946736726,-1.95E-16,-2.71844475,7.035000759,1.941736453,-0.387432026,,
-1.543507245,4.101472681,1.946736726,-2.88E-16,-2.728135224,7.059917185,1.941691229,0.384048812,,
-1.563165843,4.15127746,1.946736726,5.71E-16,-2.737825691,7.084833613,1.94173596,-0.380702473,,
-1.58282444,4.201082239,1.946736726,2.61E-16,-2.747516164,7.109750039,1.941691719,0.377392754,,
-1.602483038,4.250887018,1.946736726,-8.47E-16,-2.757206631,7.134666467,1.941735474,-0.374119412,,
-1.622141636,4.300691797,1.946736726,1.48E-15,-2.766897105,7.159582892,1.941692202,0.370882211,,
-1.641800234,4.350496576,1.946736726,2.47E-15,-2.776587572,7.18449932,1.941734994,-0.367680921,,
-1.661458832,4.400301355,1.946736726,8.02E-16,-2.786278045,7.209415746,1.941692679,0.364515323,,
-1.68111743,4.450106134,1.946736726,-4.65E-18,-2.795968513,7.234332174,1.94173452,-0.361385203,,
-1.700776028,4.499910913,1.946736726,1.29E-15,-2.805658986,7.2592486,1.94169315,0.358290353,,
-1.720434626,4.549715692,1.946736726,1.27E-15,-2.815349453,7.284165028,1.941734051,-0.355230572,,
-1.740093224,4.599520471,1.946736726,-1.07E-15,-2.825039926,7.309081453,1.941693616,0.352205662,,
-1.759751822,4.64932525,1.946736726,-1.95E-15,-2.834730394,7.333997881,1.941733588,-0.349215432,,
-1.77941042,4.699130029,1.946736726,-1.31E-15,-2.844420867,7.358914307,1.941694077,0.346259695,,
-1.799069018,4.748934808,1.946736726,6.81E-16,-2.854111334,7.383830735,1.941733129,-0.343338268,,
-1.818727616,4.798739587,1.946736726,-6.22E-18,-2.863801807,7.408747161,1.941694534,0.340450972,,
-1.838386214,4.848544366,1.946736726,-5.75E-16,-2.873492275,7.433663589,1.941732675,-0.33759763,,
-1.858044812,4.898349145,1.946736726,2.19E-15,-2.883182748,7.458580014,1.941694985,0.33477807,,
-1.87770341,4.948153924,1.946736726,-1.47E-17,-2.892873215,7.483496442,1.941732226,-0.331992123,,
-1.897362007,4.997958703,1.946736726,2.93E-15,-2.902563688,7.508412868,1.941695432,0.329239623,,
-1.917020605,5.047763482,1.946736726,-1.15E-15,-2.912254156,7.533329296,1.941731781,-0.326520404,,
-1.936679203,5.09756826,1.946736726,9.34E-16,-2.921944629,7.558245722,1.941695875,0.323834304,,
-1.956337801,5.147373039,1.946736726,1.55E-15,-2.931635097,7.58316215,1.94173134,-0.321181165,,
-1.975996399,5.197177818,1.946736726,-1.99E-15,-2.94132557,7.608078575,1.941696314,0.318560829,,
-1.995654997,5.246982597,1.946736726,1.11E-15,-2.951016037,7.632995003,1.941730904,-0.315973139,,
-2.015313595,5.296787376,1.946736726,-1.20E-15,-2.96070651,7.657911429,1.941696748,0.313417943,,
-2.034972193,5.346592155,1.946736726,1.01E-15,-2.970396978,7.682827857,1.941730472,-0.310895087,,
-2.054630791,5.396396934,1.946736726,1.29E-15,-2.980087451,7.707744283,1.941697178,0.30840442,,
-2.074289389,5.446201713,1.946736726,-8.32E-16,-2.989777918,7.73266071,1.941730043,-0.305945794,,
-2.093947987,5.496006492,1.946736726,-2.32E-15,-2.999468391,7.757577136,1.941697604,0.303519061,,
-2.113606585,5.545811271,1.946736726,3.84E-16,-3.009158859,7.782493564,1.941729619,-0.301124074,,
-2.133265183,5.59561605,1.946736726,2.00E-15,-3.018849332,7.80740999,1.941698027,0.298760687,,
-2.152923781,5.645420829,1.946736726,5.40E-16,-3.028539799,7.832326418,1.941729198,-0.296428758,,
-2.172582379,5.695225608,1.946736726,8.53E-16,-3.038230272,7.857242844,1.941698445,0.294128142,,
-2.192240977,5.745030387,1.946736726,1.66E-15,-3.04792074,7.882159271,1.941728782,-0.291858698,,
-2.211899574,5.794835166,1.946736726,1.46E-15,-3.057611213,7.907075697,1.94169886,0.289620285,,
-2.231558172,5.844639945,1.946736726,4.20E-16,-3.067301681,7.931992125,1.941728369,-0.287412764,,
-2.25121677,5.894444724,1.946736726,-6.66E-16,-3.076992153,7.956908551,1.941699271,0.285235997,,
-2.270875368,5.944249503,1.946736726,-1.56E-15,-3.086682621,7.981824979,1.94172796,-0.283089845,,
-2.290533966,5.994054282,1.946736726,-1.13E-15,-3.096373094,8.006741405,1.941699679,0.280974172,,
-2.310192564,6.043859061,1.946736726,7.06E-17,-3.106063562,8.031657832,1.941727554,-0.278888843,,
-2.329851162,6.09366384,1.946736726,2.66E-16,-3.115754034,8.056574258,1.941700083,0.276833724,,
-2.34950976,6.143468619,1.946736726,-2.25E-17,-3.125444502,8.081490686,1.941727152,-0.274808681,,
-2.369168358,6.193273398,1.946736726,1.02E-15,-3.135134975,8.106407112,1.941700483,0.272813582,,
-2.388826956,6.243078177,1.946736726,-4.85E-16,-3.144825443,8.13132354,1.941726753,-0.270848295,,
-2.408485554,6.292882956,1.946736726,-4.53E-17,-3.154515916,8.156239966,1.94170088,0.268912691,,
-2.428144152,6.342687735,1.946736726,-1.50E-15,-3.164206383,8.181156393,1.941726358,-0.26700664,,
-2.44780275,6.392492514,1.946736726,1.72E-15,-3.173896856,8.206072819,1.941701273,0.265130014,,
-2.467461348,6.442297293,1.946736726,-7.95E-16,-3.183587324,8.230989247,1.941725967,-0.263282687,,
-2.487119946,6.492102072,1.946736726,-3.14E-16,-3.193277797,8.255905673,1.941701663,0.261464531,,
-2.506778544,6.541906851,1.946736726,6.63E-16,-3.202968264,8.280822101,1.941725578,-0.259675423,,
-2.526437141,6.59171163,1.946736726,-2.53E-15,-3.212658737,8.305738527,1.94170205,0.257915239,,
-2.546095739,6.641516409,1.946736726,-3.15E-17,-3.222349205,8.330654954,1.941725193,-0.256183856,,
-2.565754337,6.691321188,1.946736726,-1.65E-15,-3.232039678,8.35557138,1.941702433,0.254481153,,
-2.585412935,6.741125967,1.946736726,7.03E-16,-3.241730146,8.380487808,1.941724812,-0.25280701,,
-2.605071533,6.790930746,1.946736726,1.16E-15,-3.251420618,8.405404234,1.941702813,0.251161309,,
-2.624730131,6.840735525,1.946736726,3.63E-16,-3.261111086,8.430320662,1.941724433,-0.249543931,,
-2.644388729,6.890540304,1.946736726,5.51E-17,-3.270801559,8.455237088,1.94170319,0.24795476,,
-2.664047327,6.940345083,1.946736726,-4.15E-16,-3.280492027,8.480153515,1.941724057,-0.246393682,,
-2.683705925,6.990149862,1.946736726,6.13E-16,-3.290182499,8.505069941,1.941703564,0.244860583,,
-2.703364523,7.039954641,1.946736726,2.04E-16,-3.299872967,8.529986369,1.941723685,-0.243355349,,
-2.723023121,7.08975942,1.946736726,2.08E-15,-3.30956344,8.554902795,1.941703935,0.241877871,,
-2.742681719,7.139564199,1.946736726,-1.16E-15,-3.319253908,8.579819223,1.941723315,-0.240428039,,
-2.762340317,7.189368978,1.946736726,6.66E-16,-3.32894438,8.604735649,1.941704303,0.239005744,,
-2.781998915,7.239173756,1.946736726,2.06E-15,-3.338634848,8.629652076,1.941722949,-0.23761088,,
-2.801657513,7.288978535,1.946736726,-3.79E-16,-3.348325321,8.654568502,1.941704669,0.236243342,,
-2.821316111,7.338783314,1.946736726,2.72E-15,-3.358015789,8.67948493,1.941722585,-0.234903025,,
-2.840974708,7.388588093,1.946736726,1.11E-15,-3.367706262,8.704401356,1.941705031,0.233589828,,
-2.860633306,7.438392872,1.946736726,1.92E-15,-3.37739673,8.729317784,1.941722224,-0.23230365,,
-2.880291904,7.488197651,1.946736726,1.69E-15,-3.387087202,8.75423421,1.941705391,0.231044391,,
-2.899950502,7.53800243,1.946736726,1.06E-15,-3.39677767,8.779150637,1.941721865,-0.229811955,,
-2.9196091,7.587807209,1.946736726,2.24E-15,-3.406468143,8.804067063,1.941705748,0.228606244,,
-2.939267698,7.637611988,1.946736726,-6.76E-16,-3.416158611,8.828983491,1.941721509,-0.227427166,,
