xP,yP,thetaP,inputP,xE,yE,thetaE,inputE,,
7.333149867,8.185384393,0.872825926,5.55E-17,8.325546315,9.359118423,0.876879199,0.055830555,,
7.378549685,8.239507517,0.872825926,-8.49E-17,8.348082711,9.386207562,0.876888827,-0.055284109,,
7.423949504,8.293630641,0.872825926,-2.31E-16,8.370619103,9.413296704,0.876879461,0.054752524,,
7.469349322,8.347753765,0.872825926,2.25E-16,8.393155499,9.440385843,0.876888568,-0.054235664,,
7.514749141,8.401876889,0.872825926,-5.25E-17,8.415691891,9.467474985,0.876879718,0.053733395,,
7.560148959,8.456000013,0.872825926,2.51E-16,8.438228287,9.494564124,0.876888313,-0.05324559,,
7.605548778,8.510123137,0.872825926,-4.90E-18,8.46076468,9.521653265,0.876879971,0.052772123,,
7.650948596,8.564246261,0.872825926,5.13E-17,8.483301075,9.548742404,0.876888062,-0.052312872,,
7.696348415,8.618369385,0.872825926,-7.98E-17,8.505837468,9.575831546,0.876880219,0.051867718,,
7.741748233,8.672492508,0.872825926,-1.52E-16,8.528373864,9.602920685,0.876887816,-0.051436547,,
7.787148052,8.726615632,0.872825926,3.53E-17,8.550910256,9.630009827,0.876880463,0.051019247,,
7.83254787,8.780738756,0.872825926,8.99E-17,8.573446652,9.657098966,0.876887573,-0.050615711,,
7.877947689,8.83486188,0.872825926,8.29E-16,8.595983044,9.684188107,0.876880704,0.050225835,,
7.923347507,8.888985004,0.872825926,1.05E-16,8.61851944,9.711277246,0.876887334,-0.049849516,,
7.968747326,8.943108128,0.872825926,-1.30E-16,8.641055833,9.738366388,0.876880941,0.049486658,,
8.014147144,8.997231252,0.872825926,-1.92E-16,8.663592228,9.765455527,0.876887099,-0.049137166,,
8.059546963,9.051354376,0.872825926,-5.40E-16,8.686128621,9.792544669,0.876881175,0.048800951,,
8.104946781,9.1054775,0.872825926,-2.43E-16,8.708665017,9.819633808,0.876886867,-0.048477924,,
8.1503466,9.159600624,0.872825926,-1.40E-16,8.731201409,9.846722949,0.876881406,0.048168001,,
8.195746418,9.213723748,0.872825926,5.05E-17,8.753737805,9.873812088,0.876886637,-0.047871103,,
8.241146237,9.267846872,0.872825926,3.56E-17,8.776274197,9.90090123,0.876881634,0.047587151,,
8.286546055,9.321969996,0.872825926,7.14E-17,8.798810593,9.927990369,0.87688641,-0.047316072,,
8.331945874,9.37609312,0.872825926,3.36E-16,8.821346986,9.95507951,0.87688186,0.047057795,,
8.377345692,9.430216243,0.872825926,1.93E-16,8.843883381,9.98216865,0.876886186,-0.046812252,,
8.422745511,9.484339367,0.872825926,-3.35E-16,8.866419774,10.00925779,0.876882083,0.046579381,,
8.468145329,9.538462491,0.872825926,-2.38E-17,8.88895617,10.03634693,0.876885964,-0.046359119,,
8.513545148,9.592585615,0.872825926,9.42E-17,8.911492562,10.06343607,0.876882304,0.046151409,,
8.558944966,9.646708739,0.872825926,-4.14E-16,8.934028958,10.09052521,0.876885744,-0.045956198,,
8.604344785,9.700831863,0.872825926,-3.15E-16,8.95656535,10.11761435,0.876882523,0.045773433,,
8.649744603,9.754954987,0.872825926,-3.81E-16,8.979101746,10.14470349,0.876885525,-0.045603068,,
8.695144422,9.809078111,0.872825926,7.64E-17,9.001638139,10.17179263,0.876882741,0.045445057,,
8.74054424,9.863201235,0.872825926,1.48E-16,9.024174534,10.19888177,0.876885308,-0.04529936,,
8.785944059,9.917324359,0.872825926,5.71E-16,9.046710927,10.22597091,0.876882957,0.045165938,,
8.831343877,9.971447483,0.872825926,6.58E-16,9.069247322,10.25306005,0.876885093,-0.045044757,,
8.876743696,10.02557061,0.872825926,3.57E-16,9.091783715,10.28014919,0.876883173,0.044935784,,
8.922143514,10.07969373,0.872825926,7.67E-16,9.114320111,10.30723833,0.876884878,-0.044838991,,
8.967543333,10.13381685,0.872825926,6.00E-16,9.136856503,10.33432747,0.876883387,0.044754352,,
9.012943151,10.18793998,0.872825926,3.85E-16,9.159392899,10.36141661,0.876884664,-0.044681846,,
9.05834297,10.2420631,0.872825926,7.55E-17,9.181929292,10.38850576,0.8768836,0.044621454,,
9.103742788,10.29618623,0.872825926,1.03E-16,9.204465687,10.41559489,0.876884451,-0.044573159,,
9.149142607,10.35030935,0.872825926,-2.29E-16,9.22700208,10.44268404,0.876883813,0.044536949,,
9.194542425,10.40443247,0.872825926,-2.05E-16,9.249538475,10.46977318,0.876884238,-0.044512815,,
9.239942244,10.4585556,0.872825926,1.62E-17,9.272074869,10.49686232,0.876883973,0.044497733,,
0,0,0,0.999987008,-4.2,7,1.570796327,1,,
0.094750819,0.004502334,0.094963826,0.999993349,-4.201124018,7.047395681,1.618218665,1,,
0.188647802,0.017968778,0.189927936,0.999992993,-4.204493543,7.094684795,1.665641003,1,,
0.280844805,0.040277991,0.28489201,0.999992573,-4.210101001,7.141761014,1.713063341,1,,
0.370511007,0.071228934,0.37985604,0.999992078,-4.217933782,7.188518489,1.760485679,1,,
0.456838391,0.110542689,0.474820019,0.999991492,-4.227974275,7.234852089,1.807908017,1,,
0.53904903,0.157864983,0.569783937,0.999990796,-4.240199904,7.280657634,1.855330355,1,,
0.616402097,0.212769369,0.664747782,0.999989963,-4.254583181,7.325832133,1.902752693,1,,
0.68820054,0.27476108,0.75971154,0.99998896,-4.271091766,7.370274012,1.950175032,1,,
0.753797365,0.343281481,0.854675192,0.999987741,-4.289688539,7.413883346,1.99759737,1,,
0.812601466,0.417713103,0.949638716,0.999986244,-4.310331686,7.456562081,2.045019708,1,,
0.864082953,0.497385215,1.04460208,0.999984379,-4.332974793,7.498214256,2.092442046,1,,
0.907777927,0.581579859,1.139565243,0.999982022,-4.357566947,7.538746218,2.139864384,1,,
0.943292661,0.66953833,1.234528151,0.999978987,-4.384052854,7.578066833,2.187286722,1,,
0.970307153,0.760468009,1.329490725,0.999974992,-4.412372961,7.616087689,2.23470906,1,,
0.988578006,0.853549507,1.424452852,0.999969589,-4.442386904,7.652789109,2.277869477,0.820256817,,
0.99794063,0.947944056,1.519414364,0.999962036,-4.473193526,7.688842266,2.277899014,-0.819011113,,
0.998310731,1.04280107,1.614374995,0.99995103,-4.504000149,7.724895422,2.277869528,0.817767557,,
0.989685076,1.137265818,1.7093343,0.999934104,-4.534806771,7.76094858,2.277898926,-0.816527717,,
0.972141549,1.230487147,1.804291472,0.99990612,-4.565613394,7.797001735,2.277869646,0.815292875,,
0.945838489,1.321625185,1.899244883,0.999854875,-4.596420015,7.833054893,2.277898784,-0.814064011,,
0.911013376,1.409859011,1.994190654,0.999745235,-4.627226639,7.869108049,2.277869806,0.812841878,,
0.867981083,1.494394367,2.089116673,0.999438883,-4.65803326,7.905161207,2.277898611,-0.811627033,,
0.817133337,1.574472758,2.183955873,0.997916794,-4.688839884,7.941214362,2.277869991,0.810419983,,
0.759086639,1.649508903,2.274485319,0.908673561,-4.719646505,7.977267521,2.277898412,-0.809221335,,
0.697266175,1.721594222,2.284888322,-0.689581695,-4.75045313,8.013320676,2.277870203,0.808031641,,
0.63530451,1.793559231,2.278392157,0.552769571,-4.78125975,8.049373835,2.27789819,-0.806851308,,
0.573398379,1.865572294,2.283341686,-0.448530292,-4.812066375,8.08542699,2.277870433,0.805680672,,
0.511454956,1.937553425,2.279426101,0.366066332,-4.842872995,8.121480148,2.277897954,-0.804520012,,
0.449539161,2.009558408,2.282573002,-0.299791206,-4.87367962,8.157533303,2.277870675,0.803369568,,
0.387601946,2.081545018,2.280020419,0.24603268,-4.90448624,8.193586462,2.277897706,-0.802229556,,
0.325681656,2.153546223,2.282102331,-0.202186694,-4.935292865,8.229639617,2.277870927,0.801100176,,
0.26374775,2.225535737,2.280398373,0.166300577,-4.966099485,8.265692776,2.277897451,-0.79998157,,
0.20182486,2.297534741,2.281796128,-0.136863219,-4.99690611,8.30174593,2.277871183,0.798873768,,
0.139892983,2.369526026,2.280647858,0.112680125,-5.02771273,8.337799089,2.277897195,-0.797776742,,
0.077968448,2.441523633,2.281592096,-0.092794036,-5.058519355,8.373852244,2.277871437,0.796690411,,
0.016037889,2.513516063,2.280815129,0.076430761,-5.089325975,8.409905403,2.277896944,-0.795614691,,
-0.045887727,2.585512747,2.281454737,-0.062960346,-5.120132599,8.445958558,2.277871688,0.794549569,,
-0.107817409,2.657505937,2.28092805,0.051868097,-5.15093922,8.482011717,2.277896692,-0.793495061,,
-0.169743747,2.729502004,2.281361838,-0.042732343,-5.181745844,8.518064871,2.27787194,0.792451169,,
-0.231672838,2.801495703,2.281004515,0.03520698,-5.212552465,8.55411803,2.27789644,-0.79141788,,
-0.293599663,2.873491353,2.281298878,-0.029007579,-5.243359089,8.590171185,2.277872191,0.790395177,,
-0.355528355,2.945485397,2.281056367,0.023900191,-5.27416571,8.626224344,2.27789619,-0.789383031,,
-0.41745551,3.017480764,2.281256168,-0.019692287,-5.304972334,8.662277499,2.277872441,0.78838141,,
-0.479383931,3.089475042,2.28109155,0.016225356,-5.335778955,8.698330657,2.277895942,-0.787390275,,
-0.541311309,3.161470217,2.281227183,-0.013368865,-5.366585579,8.734383812,2.277872688,0.786409584,,
-0.603239547,3.233464652,2.28111543,0.011015302,-5.3973922,8.770436971,2.277895695,-0.785439288,,
-0.665167076,3.305459697,2.281207508,-0.0090761,-5.428198824,8.806490126,2.277872933,0.784479337,,
-0.727095189,3.377454241,2.281131641,0.0074783,-5.459005445,8.842543285,2.277895451,-0.783529674,,
-0.789022821,3.449449197,2.281194152,-0.00616179,-5.489812069,8.87859644,2.277873176,0.782590243,,
-0.850950849,3.521443813,2.281142646,0.005077048,-5.52061869,8.914649598,2.27789521,-0.781660982,,
-0.912878551,3.59343871,2.281185084,-0.00418327,-5.551425314,8.950702753,2.277873416,0.780741827,,
-0.974806522,3.665433375,2.281150117,0.003446836,-5.582231935,8.986755912,2.277894972,-0.779832712,,
-1.036734271,3.737428231,2.281178929,-0.002840047,-5.613038559,9.022809067,2.277873652,0.778933568,,
-1.098662203,3.80942293,2.281155189,0.002340078,-5.64384518,9.058862226,2.277894737,-0.778044324,,
-1.160589985,3.881417759,2.281174749,-0.001928126,-5.674651804,9.094915381,2.277873885,0.777164909,,
-1.22251789,3.95341248,2.281158632,0.001588694,-5.705458425,9.130968539,2.277894506,-0.776295248,,
-1.284445693,4.02540729,2.281171912,-0.001309017,-5.736265049,9.167021694,2.277874115,0.775435266,,
-1.346373581,4.097402027,2.28116097,0.001078575,-5.76707167,9.203074853,2.277894278,-0.774584888,,
-1.408301399,4.169396824,2.281169986,-0.0008887,-5.797878294,9.239128008,2.27787434,0.773744035,,
-1.470229274,4.241391572,2.281162557,0.000732252,-5.828684915,9.275181167,2.277894054,-0.77291263,,
-1.532157102,4.31338636,2.281168678,-0.000603345,-5.859491539,9.311234322,2.277874563,0.772090593,,
-1.594084969,4.385381115,2.281163635,0.000497131,-5.890298159,9.34728748,2.277893834,-0.771277846,,
-1.656012804,4.457375897,2.28116779,-0.000409615,-5.921104784,9.383340635,2.277874781,0.770474309,,
-1.717940665,4.529370657,2.281164366,0.000337505,-5.951911404,9.419393794,2.277893617,-0.769679902,,
-1.779868505,4.601365435,2.281167187,-0.00027809,-5.982718029,9.455446949,2.277874996,0.768894545,,
-1.841796362,4.673360198,2.281164863,0.000229135,-6.013524649,9.491500107,2.277893405,-0.768118156,,
-1.903724205,4.745354974,2.281166778,-0.000188797,-6.044331274,9.527553263,2.277875206,0.767350656,,
-1.96565206,4.817349739,2.2811652,0.000155561,-6.075137894,9.563606421,2.277893195,-0.766591987,,
-2.027579905,4.889344513,2.2811665,-0.000128176,-6.105944519,9.599659576,2.277875414,0.765842081,,
